,price
8242,2052
8243,919
8244,698
8245,916
8246,5111
8247,3838
8248,682
8249,1290
8250,4513
8251,538
8252,708
8253,394
8254,7140
8255,2548
8256,2277
8257,1104
8258,5654
8259,460
8260,7144
8261,1956
8262,4936
8263,2390
8264,4195
8265,4077
8266,2759
8267,1687
8268,3544
8269,4629
8270,2753
8271,1720
8272,1228
8273,918
8274,6158
8275,1436
8276,3873
8277,3951
8278,5347
8279,1689
8280,918
8281,911
8282,1144
8283,18766
8284,1251
8285,4588
8286,1557
8287,658
8288,6521
8289,739
8290,11178
8291,16059
8292,675
8293,10102
8294,2507
8295,786
8296,6048
8297,628
8298,561
8299,5161
8300,4752
8301,822
8302,7553
8303,2456
8304,536
8305,2644
8306,1432
8307,2524
8308,1007
8309,2780
8310,8851
8311,2391
8312,3965
8313,514
8314,1752
8315,790
8316,4743
8317,8415
8318,666
8319,6906
8320,1680
8321,5831
8322,1443
8323,926
8324,564
8325,2006
8326,4672
8327,935
8328,2250
8329,13182
8330,17472
8331,1025
8332,5372
8333,6399
8334,6335
8335,4560
8336,687
8337,706
8338,886
8339,9332
8340,595
8341,17902
8342,1107
8343,1911
8344,724
8345,936
8346,745
8347,739
8348,2308
8349,2357
8350,645
8351,1815
8352,12401
8353,4052
8354,1250
8355,855
8356,4443
8357,1909
8358,7047
8359,15110
8360,16632
8361,1316
8362,4191
8363,1729
8364,2006
8365,1928
8366,4504
8367,8962
8368,1789
8369,1723
8370,4502
8371,2573
8372,5147
8373,5091
8374,447
8375,6487
8376,11560
8377,1240
8378,8282
8379,4452
8380,2066
8381,3429
8382,3297
8383,7476
8384,4820
8385,3794
8386,1050
8387,583
8388,1254
8389,2250
8390,1374
8391,4693
8392,813
8393,811
8394,709
8395,871
8396,710
8397,596
8398,2896
8399,3175
8400,755
8401,6488
8402,2362
8403,2136
8404,2669
8405,13530
8406,1334
8407,1641
8408,1155
8409,684
8410,921
8411,7291
8412,13907
8413,9383
8414,1719
8415,730
8416,1452
8417,13659
8418,6618
8419,5549
8420,703
8421,17676
8422,15306
8423,3056
8424,6040
8425,4318
8426,14542
8427,914
8428,1053
8429,565
8430,6451
8431,786
8432,3879
8433,526
8434,1720
8435,2207
8436,3844
8437,1243
8438,494
8439,8938
8440,12492
8441,2287
8442,2360
8443,552
8444,846
8445,599
8446,561
8447,9547
8448,764
8449,725
8450,2994
8451,1076
8452,544
8453,5305
8454,508
8455,1845
8456,435
8457,500
8458,2425
8459,8408
8460,1921
8461,1909
8462,9225
8463,5439
8464,4821
8465,5825
8466,5387
8467,1819
8468,7094
8469,3277
8470,1739
8471,810
8472,7409
8473,17975
8474,687
8475,2141
8476,2034
8477,2273
8478,2947
8479,680
8480,854
8481,13007
8482,499
8483,821
8484,6597
8485,2451
8486,1035
8487,2160
8488,1004
8489,11379
8490,4460
8491,5376
8492,1838
8493,9658
8494,557
8495,2909
8496,2585
8497,736
8498,5671
8499,11843
8500,780
8501,15281
8502,445
8503,4371
8504,454
8505,6019
8506,2980
8507,12771
8508,4969
8509,4764
8510,710
8511,1227
8512,789
8513,800
8514,3874
8515,798
8516,464
8517,4295
8518,886
8519,2832
8520,10078
8521,2097
8522,1013
8523,4227
8524,802
8525,1033
8526,4767
8527,848
8528,2381
8529,5704
8530,4270
8531,5504
8532,6084
8533,2358
8534,5078
8535,914
8536,3125
8537,2337
8538,11154
8539,2569
8540,2706
8541,6399
8542,875
8543,6209
8544,1650
8545,891
8546,14066
8547,4665
8548,601
8549,4171
8550,3163
8551,945
8552,13254
8553,5919
8554,1160
8555,968
8556,5243
8557,368
8558,9683
8559,892
8560,505
8561,983
8562,18344
8563,4877
8564,9120
8565,5613
8566,572
8567,2821
8568,887
8569,4989
8570,3105
8571,561
8572,4008
8573,5376
8574,3630
8575,2965
8576,863
8577,1634
8578,18077
8579,8110
8580,3750
8581,828
8582,500
8583,8034
8584,838
8585,4637
8586,10787
8587,1046
8588,984
8589,11229
8590,1654
8591,6115
8592,4872
8593,1978
8594,661
8595,1408
8596,683
8597,2155
8598,6159
8599,1445
8600,5569
8601,4984
8602,1378
8603,842
8604,6421
8605,5392
8606,2772
8607,2188
8608,9067
8609,720
8610,592
8611,3350
8612,4326
8613,597
8614,2440
8615,10433
8616,4538
8617,798
8618,6174
8619,3211
8620,9715
8621,6639
8622,1013
8623,431
8624,9296
8625,735
8626,776
8627,924
8628,773
8629,1061
8630,15497
8631,2659
8632,1332
8633,771
8634,1410
8635,1655
8636,544
8637,6720
8638,2948
8639,14482
8640,2968
8641,854
8642,899
8643,827
8644,828
8645,4269
8646,4828
8647,724
8648,6186
8649,820
8650,638
8651,8058
8652,16340
8653,6006
8654,561
8655,1177
8656,2656
8657,981
8658,10372
8659,678
8660,5386
8661,4054
8662,5846
8663,4656
8664,6235
8665,1774
8666,584
8667,477
8668,1087
8669,1963
8670,11760
8671,761
8672,4078
8673,8794
8674,642
8675,852
8676,2610
8677,6766
8678,4468
8679,1608
8680,1607
8681,3990
8682,644
8683,1570
8684,2952
8685,3105
8686,876
8687,8947
8688,4766
8689,478
8690,552
8691,6791
8692,1584
8693,7208
8694,1314
8695,4579
8696,731
8697,5277
8698,4281
8699,4751
8700,4331
8701,2788
8702,7466
8703,526
8704,3545
8705,1580
8706,13077
8707,13189
8708,7783
8709,8631
8710,3763
8711,3461
8712,5421
8713,11284
8714,6192
8715,972
8716,1573
8717,706
8718,6837
8719,1851
8720,6486
8721,7179
8722,1113
8723,2623
8724,374
8725,729
8726,489
8727,2298
8728,694
8729,821
8730,7648
8731,8504
8732,5171
8733,4426
8734,18572
8735,11075
8736,968
8737,827
8738,589
8739,1874
8740,891
8741,511
8742,1436
8743,6742
8744,3214
8745,2045
8746,995
8747,7397
8748,855
8749,5233
8750,3180
8751,666
8752,776
8753,4061
8754,877
8755,693
8756,828
8757,1333
8758,2886
8759,702
8760,1094
8761,749
8762,3618
8763,1272
8764,2536
8765,816
8766,10639
8767,738
8768,4111
8769,1060
8770,612
8771,7602
8772,1585
8773,966
8774,4044
8775,827
8776,749
8777,5363
8778,1116
8779,487
8780,8139
8781,1033
8782,734
8783,941
8784,1305
8785,2995
8786,4070
8787,1154
8788,12778
8789,1877
8790,3950
8791,7338
8792,1000
8793,933
8794,428
8795,907
8796,17642
8797,1247
8798,4928
8799,6936
8800,772
8801,9521
8802,13253
8803,1838
8804,11708
8805,7276
8806,2562
8807,3459
8808,2873
8809,15897
8810,900
8811,5504
8812,1097
8813,8931
8814,3492
8815,1351
8816,480
8817,1061
8818,1133
8819,2329
8820,984
8821,4218
8822,15339
8823,548
8824,3170
8825,3484
8826,4386
8827,915
8828,1945
8829,807
8830,3052
8831,867
8832,1131
8833,911
8834,3153
8835,1813
8836,919
8837,1657
8838,1155
8839,737
8840,942
8841,615
8842,1608
8843,2549
8844,2867
8845,6651
8846,5427
8847,4419
8848,693
8849,2805
8850,4821
8851,1136
8852,3048
8853,7188
8854,589
8855,521
8856,8477
8857,984
8858,978
8859,12546
8860,577
8861,647
8862,1600
8863,4872
8864,3640
8865,2912
8866,8415
8867,687
8868,950
8869,2897
8870,3741
8871,1032
8872,1091
8873,1832
8874,5196
8875,1794
8876,478
8877,1837
8878,10536
8879,4580
8880,1207
8881,3053
8882,599
8883,5899
8884,6504
8885,9659
8886,1976
8887,1947
8888,918
8889,4662
8890,7688
8891,2257
8892,4404
8893,462
8894,497
8895,5925
8896,3378
8897,13675
8898,1056
8899,5475
8900,6397
8901,1031
8902,589
8903,7415
8904,917
8905,15377
8906,1445
8907,705
8908,2362
8909,5543
8910,7653
8911,5325
8912,5043
8913,596
8914,972
8915,4508
8916,1800
8917,3649
8918,10821
8919,2111
8920,1836
8921,2503
8922,8574
8923,4197
8924,1433
8925,1875
8926,576
8927,18757
8928,4989
8929,814
8930,995
8931,1218
8932,454
8933,4223
8934,1853
8935,421
8936,3544
8937,2485
8938,1061
8939,2527
8940,17265
8941,2155
8942,3954
8943,5510
8944,6626
8945,1629
8946,544
8947,1580
8948,7127
8949,4422
8950,17203
8951,17811
8952,952
8953,5510
8954,2348
8955,756
8956,4967
8957,1689
8958,11459
8959,9971
8960,4127
8961,14372
8962,3018
8963,402
8964,7983
8965,2106
8966,7792
8967,810
8968,625
8969,965
8970,7827
8971,791
8972,10349
8973,3516
8974,1377
8975,866
8976,6472
8977,4516
8978,16643
8979,7722
8980,3593
8981,16280
8982,1039
8983,3061
8984,491
8985,698
8986,478
8987,11489
8988,9704
8989,2596
8990,4413
8991,1865
8992,4611
8993,2036
8994,1905
8995,5132
8996,2318
8997,4661
8998,2430
8999,8855
9000,558
9001,8120
9002,554
9003,2087
9004,9104
9005,2709
9006,530
9007,4702
9008,6984
9009,3267
9010,2670
9011,1886
9012,4668
9013,7661
9014,5352
9015,1819
9016,1981
9017,3804
9018,905
9019,1557
9020,2879
9021,13812
9022,833
9023,6132
9024,4387
9025,3640
9026,1779
9027,739
9028,2317
9029,3621
9030,696
9031,5269
9032,1103
9033,958
9034,3455
9035,522
9036,2422
9037,15662
9038,1333
9039,5393
9040,526
9041,2359
9042,1103
9043,16733
9044,803
9045,13015
9046,363
9047,1559
9048,875
9049,999
9050,2274
9051,6742
9052,1927
9053,5837
9054,6007
9055,666
9056,11303
9057,3450
9058,7950
9059,776
9060,723
9061,3920
9062,1720
9063,786
9064,1128
9065,4682
9066,608
9067,15618
9068,6619
9069,6989
9070,743
9071,4678
9072,2092
9073,5561
9074,702
9075,1098
9076,10055
9077,1179
9078,719
9079,4022
9080,562
9081,3606
9082,6783
9083,1030
9084,958
9085,4355
9086,2342
9087,1148
9088,4293
9089,4672
9090,5499
9091,1406
9092,1436
9093,1996
9094,6844
9095,5922
9096,1935
9097,10330
9098,3599
9099,4948
9100,2960
9101,1715
9102,4347
9103,6397
9104,709
9105,816
9106,530
9107,880
9108,756
9109,5723
9110,999
9111,3312
9112,680
9113,3610
9114,1076
9115,622
9116,1904
9117,772
9118,1072
9119,5197
9120,5871
9121,765
9122,6177
9123,561
9124,683
9125,10030
9126,2706
9127,2614
9128,801
9129,3787
9130,16601
9131,8954
9132,1020
9133,1757
9134,698
9135,2128
9136,669
9137,5599
9138,1218
9139,1601
9140,589
9141,1308
9142,1230
9143,954
9144,6872
9145,4355
9146,10796
9147,4823
9148,17952
9149,6628
9150,3888
9151,1986
9152,2681
9153,12573
9154,969
9155,1659
9156,505
9157,668
9158,3167
9159,1875
9160,3607
9161,15151
9162,10633
9163,7056
9164,687
9165,7076
9166,1235
9167,15587
9168,1059
9169,1076
9170,5455
9171,5907
9172,1075
9173,4969
9174,6212
9175,971
9176,8359
9177,5729
9178,6713
9179,3307
9180,5565
9181,2463
9182,12400
9183,8558
9184,15334
9185,1421
9186,4250
9187,2503
9188,1240
9189,8616
9190,544
9191,2308
9192,956
9193,3881
9194,979
9195,3625
9196,1603
9197,5280
9198,1046
9199,4388
9200,5131
9201,2010
9202,436
9203,600
9204,4370
9205,4986
9206,847
9207,780
9208,6296
9209,1046
9210,2668
9211,1772
9212,1759
9213,12521
9214,6653
9215,1041
9216,8637
9217,2950
9218,1433
9219,1207
9220,2485
9221,776
9222,662
9223,2782
9224,907
9225,802
9226,8239
9227,12792
9228,6046
9229,431
9230,1094
9231,4366
9232,844
9233,15365
9234,14359
9235,4039
9236,9611
9237,1127
9238,13162
9239,1005
9240,14433
9241,2166
9242,6806
9243,7137
9244,1960
9245,544
9246,3816
9247,827
9248,2898
9249,5073
9250,6988
9251,684
9252,911
9253,1041
9254,889
9255,1700
9256,8590
9257,7903
9258,2904
9259,3906
9260,1011
9261,1031
9262,435
9263,8057
9264,2131
9265,1745
9266,4556
9267,16694
9268,642
9269,1607
9270,2271
9271,3067
9272,10954
9273,4564
9274,561
9275,2761
9276,2929
9277,967
9278,11068
9279,1956
9280,524
9281,1743
9282,1814
9283,5299
9284,477
9285,5016
9286,885
9287,4657
9288,1343
9289,526
9290,3726
9291,743
9292,2206
9293,14451
9294,2854
9295,574
9296,789
9297,7324
9298,3553
9299,789
9300,5504
9301,4838
9302,3421
9303,605
9304,828
9305,5645
9306,2860
9307,12906
9308,1294
9309,14812
9310,6635
9311,776
9312,625
9313,667
9314,3439
9315,473
9316,910
9317,4372
9318,3175
9319,1577
9320,3679
9321,4724
9322,1168
9323,1697
9324,5146
9325,5398
9326,1974
9327,840
9328,2398
9329,855
9330,7306
9331,10786
9332,666
9333,4752
9334,1546
9335,4775
9336,2994
9337,1276
9338,2381
9339,2897
9340,16778
9341,1738
9342,764
9343,14618
9344,10656
9345,6586
9346,608
9347,840
9348,1613
9349,10933
9350,5601
9351,1080
9352,3607
9353,1007
9354,734
9355,544
9356,513
9357,15397
9358,2869
9359,3669
9360,9053
9361,2320
9362,911
9363,5426
9364,2633
9365,2549
9366,513
9367,593
9368,1142
9369,12870
9370,3763
9371,7163
9372,596
9373,1274
9374,5020
9375,1076
9376,5466
9377,1819
9378,5986
9379,1668
9380,6595
9381,1709
9382,9744
9383,7063
9384,7358
9385,12338
9386,533
9387,586
9388,1192
9389,931
9390,4187
9391,3511
9392,9071
9393,1190
9394,1369
9395,1438
9396,5182
9397,6338
9398,6990
9399,525
9400,15231
9401,1233
9402,12231
9403,12379
9404,769
9405,579
9406,8408
9407,1637
9408,854
9409,4686
9410,924
9411,5052
9412,3189
9413,687
9414,959
9415,576
9416,1857
9417,1439
9418,470
9419,2236
9420,2042
9421,470
9422,2039
9423,4439
9424,873
9425,2873
9426,3062
9427,1571
9428,1994
9429,2671
9430,10112
9431,5029
9432,6586
9433,5447
9434,5242
9435,4967
9436,9301
9437,6755
9438,2096
9439,12451
9440,2952
9441,735
9442,4591
9443,1840
9444,752
9445,10270
9446,950
9447,776
9448,16960
9449,945
9450,4646
9451,863
9452,5287
9453,422
9454,675
9455,2550
9456,4838
9457,11194
9458,3789
9459,12776
9460,7303
9461,802
9462,1608
9463,6095
9464,5190
9465,607
9466,3810
9467,8846
9468,14245
9469,945
9470,4071
9471,804
9472,1761
9473,4560
9474,3470
9475,3276
9476,608
9477,449
9478,1744
9479,689
9480,813
9481,7421
9482,1243
9483,1399
9484,3299
9485,9863
9486,447
9487,5149
9488,17688
9489,2649
9490,9292
9491,8959
9492,12615
9493,10317
9494,1312
9495,1607
9496,2246
9497,1113
9498,4497
9499,402
9500,1784
9501,2514
9502,394
9503,1929
9504,1837
9505,459
9506,2264
9507,544
9508,776
9509,791
9510,1221
9511,707
9512,986
9513,692
9514,4413
9515,4469
9516,7744
9517,4155
9518,14105
9519,1269
9520,6587
9521,1656
9522,999
9523,5412
9524,1659
9525,7438
9526,3787
9527,9000
9528,7950
9529,7848
9530,506
9531,2007
9532,2054
9533,3030
9534,5519
9535,3461
9536,863
9537,4242
9538,544
9539,2239
9540,4270
9541,698
9542,4970
9543,5793
9544,13508
9545,871
9546,5443
9547,891
9548,4543
9549,1094
9550,10042
9551,3858
9552,2872
9553,9942
9554,907
9555,5158
9556,1287
9557,13363
9558,1975
9559,2641
9560,2406
9561,16512
9562,3850
9563,1585
9564,6357
9565,507
9566,1000
9567,2713
9568,4327
9569,3201
9570,1972
9571,2262
9572,876
9573,7861
9574,4133
9575,977
9576,680
9577,773
9578,2035
9579,3496
9580,1389
9581,1875
9582,1179
9583,2032
9584,5438
9585,2392
9586,639
9587,1320
9588,844
9589,3774
9590,521
9591,942
9592,2843
9593,4596
9594,1746
9595,3633
9596,702
9597,4932
9598,12269
9599,5544
9600,838
9601,7250
9602,680
9603,3972
9604,3749
9605,8177
9606,12273
9607,407
9608,6757
9609,645
9610,4363
9611,842
9612,1402
9613,17496
9614,2596
9615,15773
9616,16043
9617,531
9618,1636
9619,13342
9620,4748
9621,10655
9622,6171
9623,776
9624,1268
9625,499
9626,1257
9627,10090
9628,596
9629,5715
9630,3803
9631,2283
9632,13405
9633,1740
9634,940
9635,4816
9636,731
9637,984
9638,2246
9639,5722
9640,900
9641,3494
9642,4739
9643,4361
9644,761
9645,367
9646,984
9647,810
9648,4107
9649,4688
9650,477
9651,872
9652,1412
9653,2170
9654,945
9655,745
9656,6380
9657,7738
9658,3081
9659,2050
9660,14080
9661,2206
9662,2581
9663,477
9664,4746
9665,775
9666,650
9667,3759
9668,7781
9669,1807
9670,1819
9671,3876
9672,717
9673,684
9674,2238
9675,473
9676,621
9677,14220
9678,13532
9679,1581
9680,4559
9681,4044
9682,571
9683,789
9684,10567
9685,1965
9686,5324
9687,9122
9688,9377
9689,800
9690,1078
9691,891
9692,855
9693,4514
9694,961
9695,4011
9696,1421
9697,743
9698,8233
9699,878
9700,776
9701,3130
9702,614
9703,965
9704,3357
9705,9030
9706,886
9707,4816
9708,9892
9709,2513
9710,1008
9711,6732
9712,1971
9713,2147
9714,7018
9715,924
9716,666
9717,1338
9718,1919
9719,945
9720,473
9721,841
9722,5584
9723,847
9724,4595
9725,11220
9726,9063
9727,5989
9728,4672
9729,1556
9730,12228
9731,2913
9732,596
9733,625
9734,1318
9735,696
9736,2184
9737,7695
9738,487
9739,1009
9740,5094
9741,6328
9742,7900
9743,2770
9744,7928
9745,2817
9746,844
9747,489
9748,2808
9749,749
9750,1006
9751,442
9752,8988
9753,709
9754,765
9755,1815
9756,1104
9757,1197
9758,17694
9759,689
9760,974
9761,13250
9762,2477
9763,1104
9764,931
9765,489
9766,2026
9767,4627
9768,4123
9769,827
9770,3127
9771,788
9772,1982
9773,9104
9774,669
9775,2268
9776,4194
9777,2644
9778,4928
9779,596
9780,942
9781,504
9782,5557
9783,2068
9784,757
9785,5822
9786,764
9787,13203
9788,7168
9789,1176
9790,15716
9791,1662
9792,3004
9793,1002
9794,13619
9795,713
9796,900
9797,2686
9798,10684
9799,3478
9800,450
9801,968
9802,18026
9803,5995
9804,2573
9805,1772
9806,10351
9807,608
9808,666
9809,1008
9810,5195
9811,1359
9812,5189
9813,18717
9814,9138
9815,1073
9816,7885
9817,6169
9818,1318
9819,4322
9820,462
9821,1654
9822,5967
9823,3812
9824,12494
9825,719
9826,795
9827,1631
9828,9243
9829,3032
9830,15030
9831,707
9832,8626
9833,4197
9834,6260
9835,1272
9836,8124
9837,716
9838,827
9839,421
9840,2249
9841,2047
9842,3024
9843,17710
9844,1069
9845,928
9846,2278
9847,5198
9848,7370
9849,11899
9850,561
9851,4078
9852,852
9853,2051
9854,685
9855,5668
9856,1178
9857,9188
9858,15011
9859,5572
9860,4239
9861,3595
9862,504
9863,10401
9864,11102
9865,8442
9866,1172
9867,1668
9868,787
9869,575
9870,630
9871,1584
9872,907
9873,5997
9874,6678
9875,2329
9876,3444
9877,4872
9878,13811
9879,18118
9880,1013
9881,2565
9882,4504
9883,760
9884,3445
9885,1358
9886,886
9887,993
9888,449
9889,702
9890,7635
9891,4010
9892,1867
9893,478
9894,979
9895,4077
9896,880
9897,2777
9898,4200
9899,1031
9900,6612
9901,716
9902,1284
9903,9557
9904,13923
9905,6037
9906,465
9907,561
9908,7155
9909,3387
9910,4145
9911,1103
9912,12454
9913,1327
9914,802
9915,3675
9916,1453
9917,914
9918,14860
9919,10035
9920,2496
9921,1891
9922,2274
9923,1057
9924,11540
9925,2396
9926,3382
9927,1030
9928,1787
9929,1781
9930,1654
9931,1625
9932,658
9933,668
9934,11175
9935,619
9936,12220
9937,552
9938,696
9939,10556
9940,4269
9941,1705
9942,5093
9943,14956
9944,984
9945,5922
9946,4600
9947,471
9948,14638
9949,2048
9950,2275
9951,18077
9952,5671
9953,608
9954,739
9955,544
9956,1199
9957,4956
9958,1016
9959,1879
9960,5458
9961,719
9962,742
9963,16462
9964,456
9965,450
9966,1415
9967,4732
9968,384
9969,1369
9970,2295
9971,3587
9972,508
9973,818
9974,12747
9975,2029
9976,10581
9977,602
9978,5479
9979,4072
9980,599
9981,2491
9982,6209
9983,4155
9984,743
9985,1819
9986,847
9987,1125
9988,1188
9989,4028
9990,854
9991,1845
9992,734
9993,3641
9994,4256
9995,729
9996,7917
9997,1046
9998,3818
9999,1087
10000,2833
10001,10497
10002,3798
10003,698
10004,8518
10005,6774
10006,3089
10007,4459
10008,8256
10009,10993
10010,6108
10011,3615
10012,1688
10013,6069
10014,4078
10015,961
10016,6462
10017,612
10018,942
10019,2393
10020,2828
10021,4202
10022,2863
10023,15485
10024,7964
10025,6157
10026,2197
10027,1043
10028,665
10029,12898
10030,2005
10031,576
10032,1138
10033,1244
10034,8720
10035,4463
10036,4536
10037,596
10038,475
10039,3734
10040,7573
10041,15568
10042,980
10043,3950
10044,8971
10045,4773
10046,4974
10047,979
10048,3453
10049,3009
10050,734
10051,1736
10052,10483
10053,6195
10054,3703
10055,5744
10056,12622
10057,7081
10058,589
10059,4745
10060,1438
10061,5884
10062,1429
10063,8653
10064,774
10065,695
10066,782
10067,13014
10068,576
10069,686
10070,1294
10071,555
10072,3965
10073,4322
10074,2034
10075,6449
10076,1626
10077,5169
10078,5886
10079,4842
10080,855
10081,8261
10082,4924
10083,4812
10084,1076
10085,8226
10086,8893
10087,2591
10088,1115
10089,2357
10090,18729
10091,3301
10092,1279
10093,801
10094,683
10095,525
10096,3941
10097,1323
10098,1781
10099,10954
10100,18242
10101,9972
10102,1619
10103,810
10104,6987
10105,1813
10106,6544
10107,16195
10108,9740
10109,14220
10110,624
10111,1909
10112,4744
10113,10641
10114,571
10115,11888
10116,2182
10117,4661
10118,625
10119,2123
10120,9757
10121,796
10122,14709
10123,878
10124,647
10125,3411
10126,12200
10127,6097
10128,5268
10129,5385
10130,4686
10131,10515
10132,868
10133,3615
10134,1754
10135,1187
10136,16077
10137,1847
10138,9116
10139,5088
10140,584
10141,1056
10142,14803
10143,15152
10144,6533
10145,9507
10146,8981
10147,6025
10148,794
10149,475
10150,936
10151,608
10152,7123
10153,2839
10154,5242
10155,612
10156,538
10157,2112
10158,421
10159,1114
10160,4740
10161,407
10162,6542
10163,2570
10164,2683
10165,2138
10166,1013
10167,1069
10168,493
10169,17778
10170,554
10171,1199
10172,5733
10173,2695
10174,665
10175,10423
10176,7540
10177,1868
10178,765
10179,1056
10180,1746
10181,11873
10182,5105
10183,544
10184,2663
10185,4479
10186,11709
10187,752
10188,911
10189,2202
10190,957
10191,689
10192,10919
10193,1106
10194,2803
10195,2373
10196,499
10197,10692
10198,4870
10199,6541
10200,1132
10201,11182
10202,844
10203,3563
10204,11837
10205,2096
10206,721
10207,4401
10208,2513
10209,1720
10210,842
10211,737
10212,6786
10213,1412
10214,3275
10215,2449
10216,7885
10217,11903
10218,3802
10219,6573
10220,2419
10221,4022
10222,530
10223,689
10224,4416
10225,7150
10226,5040
10227,912
10228,4678
10229,1181
10230,1436
10231,984
10232,2726
10233,4682
10234,3193
10235,1970
10236,666
10237,5226
10238,722
10239,972
10240,3293
10241,4941
10242,6238
10243,1666
10244,8643
10245,423
10246,905
10247,1031
10248,7465
10249,5480
10250,1561
10251,9110
10252,1845
10253,391
10254,3465
10255,6272
10256,956
10257,8998
10258,5174
10259,3931
10260,789
10261,1059
10262,743
10263,4211
10264,10873
10265,1008
10266,5612
10267,867
10268,1197
10269,3158
10270,589
10271,11226
10272,5974
10273,752
10274,6006
10275,2790
10276,14351
10277,654
10278,575
10279,5700
10280,675
10281,7320
10282,738
10283,545
10284,917
10285,854
10286,758
10287,16900
10288,871
10289,3696
10290,7741
10291,854
10292,2210
10293,2160
10294,1607
10295,1822
10296,2352
10297,2237
10298,4879
10299,876
10300,675
10301,6606
10302,7130
10303,3724
10304,4449
10305,984
10306,5251
10307,2203
10308,914
10309,706
10310,3484
10311,753
10312,1436
10313,2652
10314,6613
10315,707
10316,8400
10317,4341
10318,5161
10319,3723
10320,1240
10321,404
10322,613
10323,686
10324,12798
10325,11036
10326,4733
10327,351
10328,1091
10329,1212
10330,544
10331,4836
10332,2386
10333,2388
10334,3604
10335,5015
10336,793
10337,739
10338,4082
10339,1779
10340,4965
10341,10424
10342,4879
10343,530
10344,5902
