,carat,depth,table,x,y,z,color_le,cut_le,clarity_le
5572,0.42,60.8,60.0,4.87,4.84,2.95,0,3,4
5573,0.5,61.4,63.0,5.06,5.1,3.12,1,4,2
5574,0.39,61.9,55.7,4.66,4.71,2.9,4,2,2
5575,0.31,60.6,58.0,4.39,4.42,2.67,3,2,4
5576,0.42,62.2,56.0,4.82,4.79,2.99,2,2,7
5577,1.17,61.8,54.0,6.78,6.82,4.2,5,2,3
5578,0.51,62.0,57.0,5.11,5.15,3.18,1,2,4
5579,0.75,59.4,62.0,5.95,5.91,3.52,3,3,2
5580,0.31,62.1,56.0,4.36,4.33,2.7,2,2,1
5581,2.01,62.7,58.0,7.98,7.94,4.99,5,3,5
5582,0.91,63.5,57.0,6.11,6.14,3.89,1,1,2
5583,0.41,61.4,57.0,4.79,4.76,2.93,1,2,7
5584,0.5,64.0,56.0,5.03,4.97,3.2,1,1,2
5585,0.3,61.6,57.0,4.3,4.33,2.66,2,2,5
5586,1.07,58.6,63.0,6.7,6.79,3.95,1,4,1
5587,1.01,61.0,58.0,6.47,6.54,3.97,2,4,4
5588,1.51,63.7,61.0,7.15,7.11,4.54,5,1,2
5589,1.03,62.6,57.0,6.44,6.5,4.05,0,2,4
5590,0.3,63.3,56.0,4.26,4.3,2.71,4,1,4
5591,0.52,63.6,56.0,5.09,5.07,3.23,3,1,2
5592,1.5,61.4,59.0,7.37,7.32,4.5,3,2,5
5593,0.55,62.2,54.0,5.27,5.28,3.28,3,2,5
5594,1.09,61.0,56.0,6.62,6.66,4.05,3,2,0
5595,1.7,60.8,56.0,7.67,7.72,4.68,4,4,3
5596,1.51,62.0,58.0,7.31,7.26,4.52,3,3,2
5597,0.31,59.4,57.0,4.5,4.45,2.66,0,2,5
5598,0.41,61.7,58.0,4.8,4.76,2.95,1,3,3
5599,0.26,61.8,57.0,4.06,4.1,2.52,3,4,6
5600,1.09,59.6,61.0,6.69,6.63,3.97,4,3,3
5601,1.03,57.6,58.0,6.6,6.67,3.82,0,1,3
5602,0.74,58.8,68.0,5.91,5.8,3.44,6,0,4
5603,0.43,61.6,57.0,4.81,4.84,2.97,3,2,1
5604,0.31,61.4,58.0,4.36,4.33,2.67,1,3,7
5605,1.15,62.0,58.0,6.77,6.68,4.17,3,3,2
5606,0.39,63.3,54.0,4.62,4.67,2.94,2,1,2
5607,0.52,59.2,60.0,5.27,5.23,3.11,4,3,4
5608,0.41,61.9,56.0,4.8,4.77,2.96,0,2,5
5609,0.38,61.9,56.0,4.64,4.67,2.88,1,2,6
5610,0.5,61.9,55.0,5.18,5.12,3.19,1,2,2
5611,0.53,61.5,55.0,5.22,5.24,3.22,1,2,4
5612,1.2,63.1,57.0,6.73,6.77,4.26,3,1,3
5613,0.75,60.2,57.0,5.93,5.9,3.56,1,2,5
5614,1.02,57.3,59.0,6.71,6.65,3.83,3,1,4
5615,1.01,61.6,57.0,6.43,6.46,3.97,1,2,5
5616,0.31,60.1,60.0,4.38,4.41,2.64,0,3,3
5617,1.01,62.3,55.0,6.46,6.45,4.02,4,2,2
5618,0.32,61.3,57.0,4.42,4.45,2.72,1,2,5
5619,0.35,60.1,62.0,4.52,4.57,2.73,4,4,6
5620,1.28,59.9,59.0,7.05,7.08,4.23,4,3,2
5621,0.73,61.4,58.0,5.82,5.77,3.56,3,3,4
5622,2.32,62.1,58.0,8.47,8.43,5.25,5,3,3
5623,1.0,62.0,57.0,6.4,6.34,3.95,4,4,3
5624,1.0,62.6,59.0,6.34,6.38,3.98,2,4,3
5625,1.01,63.1,55.0,6.36,6.31,4.0,3,4,3
5626,0.72,61.4,59.0,5.71,5.79,3.53,0,3,2
5627,0.33,61.5,59.0,4.42,4.46,2.73,1,3,5
5628,0.51,61.7,56.0,5.17,5.14,3.18,6,3,2
5629,1.02,61.9,58.0,6.43,6.49,4.0,2,4,2
5630,0.31,63.1,57.0,4.3,4.35,2.73,1,1,2
5631,0.5,62.2,55.0,5.09,5.11,3.17,3,2,6
5632,1.03,62.2,56.0,6.46,6.49,4.03,3,4,3
5633,1.51,64.0,60.0,7.26,7.21,4.63,5,1,6
5634,0.35,60.2,60.0,4.54,4.6,2.75,3,4,5
5635,0.8,62.4,54.0,5.98,5.94,3.72,1,4,4
5636,0.3,63.3,59.0,4.22,4.25,2.68,0,1,2
5637,1.24,61.6,57.0,6.89,6.93,4.26,6,2,4
5638,1.07,61.4,57.0,6.57,6.6,4.04,3,2,4
5639,0.4,63.4,58.0,4.66,4.71,2.97,3,1,2
5640,0.55,62.0,55.0,5.25,5.27,3.26,3,2,6
5641,2.07,61.1,58.0,8.27,8.2,5.03,4,3,2
5642,0.31,63.0,56.0,4.26,4.28,2.69,3,4,6
5643,0.85,61.6,54.0,6.08,6.12,3.76,3,2,4
5644,1.01,62.5,60.0,6.42,6.39,4.0,1,3,3
5645,1.53,63.2,58.0,7.33,7.3,4.62,2,4,4
5646,0.31,61.0,56.0,4.4,4.35,2.67,3,2,4
5647,1.71,62.1,55.0,7.73,7.65,4.78,6,2,4
5648,0.32,61.5,56.0,4.44,4.45,2.73,2,2,6
5649,0.41,62.6,58.0,4.71,4.74,2.96,3,3,5
5650,0.45,66.3,56.0,4.82,4.65,3.14,3,0,4
5651,0.71,59.7,60.0,5.83,5.86,3.49,5,3,5
5652,0.33,61.9,55.0,4.45,4.5,2.77,3,2,6
5653,0.43,61.7,54.0,4.9,4.86,3.01,2,2,2
5654,2.36,62.8,55.0,8.47,8.5,5.33,5,2,3
5655,1.86,62.5,55.0,7.81,7.9,4.91,6,4,5
5656,0.35,60.1,57.0,4.58,4.61,2.76,0,2,4
5657,0.42,61.9,57.0,4.83,4.79,2.98,3,2,5
5658,1.01,63.8,59.0,6.32,6.29,4.02,2,1,2
5659,0.74,59.6,59.0,5.94,5.87,3.52,3,3,2
5660,0.72,63.5,58.0,5.65,5.68,3.6,4,4,3
5661,1.02,62.2,57.0,6.59,6.4,4.04,1,3,6
5662,0.36,57.7,54.0,4.74,4.79,2.75,1,1,1
5663,0.52,62.9,56.0,5.17,5.14,3.24,0,2,3
5664,0.31,63.0,57.0,4.32,4.28,2.71,3,3,4
5665,0.67,58.9,51.0,5.74,5.78,3.4,5,1,7
5666,0.41,61.5,56.0,4.79,4.77,2.94,3,2,4
5667,0.52,61.4,56.0,5.19,5.23,3.2,4,2,1
5668,1.24,62.4,56.0,6.86,6.89,4.29,3,2,1
5669,0.54,60.1,57.0,5.29,5.31,3.18,3,2,4
5670,0.56,60.4,60.0,5.35,5.32,3.22,2,3,3
5671,2.16,59.7,60.0,8.38,8.3,4.98,4,3,3
5672,0.31,62.9,59.0,4.33,4.29,2.71,2,3,0
5673,0.32,61.2,57.0,4.4,4.42,2.7,2,2,1
5674,0.31,63.2,55.0,4.4,4.3,2.75,5,4,5
5675,0.62,58.6,58.0,5.58,5.52,3.25,1,3,3
5676,0.77,64.3,56.0,5.84,5.77,3.73,0,1,5
5677,1.0,63.7,60.0,6.24,6.32,4.0,1,4,3
5678,1.54,60.9,56.4,7.43,7.45,4.53,4,2,3
5679,1.18,62.4,56.0,6.8,6.83,4.25,3,4,3
5680,0.3,62.3,55.0,4.3,4.33,2.69,4,2,6
5681,2.09,62.1,58.0,8.17,8.22,5.09,4,3,3
5682,0.35,62.1,53.0,4.53,4.55,2.82,6,2,6
5683,0.71,61.1,58.0,5.71,5.77,3.51,2,4,2
5684,0.56,61.0,57.0,5.28,5.35,3.24,0,2,5
5685,0.57,62.1,57.0,5.3,5.27,3.28,3,3,5
5686,0.9,62.6,56.0,6.16,6.23,3.88,3,2,2
5687,0.31,63.3,56.0,4.29,4.33,2.73,3,1,4
5688,0.31,61.2,55.0,4.41,4.44,2.7,4,4,7
5689,0.73,62.5,57.0,5.73,5.76,3.59,1,2,4
5690,0.7,61.2,56.0,5.69,5.74,3.5,4,2,2
5691,0.75,62.4,57.0,5.79,5.85,3.63,1,4,2
5692,0.5,62.0,59.0,5.1,5.06,3.15,1,3,2
5693,0.54,61.3,57.0,5.28,5.25,3.23,3,2,4
5694,0.31,62.3,54.0,4.35,4.38,2.72,6,2,5
5695,0.41,60.5,58.0,4.85,4.81,2.92,4,3,2
5696,0.71,60.2,60.0,5.8,5.77,3.48,2,3,3
5697,1.71,62.8,58.0,7.62,7.53,4.76,4,3,2
5698,0.32,61.1,53.0,4.4,4.44,2.7,3,2,6
5699,1.58,59.0,59.0,7.68,7.63,4.52,0,3,2
5700,0.53,61.6,54.0,5.2,5.25,3.22,4,2,6
5701,0.7,61.8,53.0,5.71,5.74,3.54,4,2,2
5702,0.52,60.2,59.0,5.19,5.21,3.13,2,3,5
5703,1.51,58.7,60.0,7.55,7.48,4.41,3,3,2
5704,1.55,58.2,59.0,7.73,7.63,4.47,5,3,3
5705,0.33,62.4,58.0,4.37,4.41,2.74,2,3,5
5706,1.0,60.5,57.0,6.52,6.48,3.93,0,2,2
5707,1.05,61.8,58.0,6.52,6.55,4.04,4,2,3
5708,1.56,61.7,56.0,7.48,7.46,4.61,2,2,4
5709,0.92,62.2,58.0,6.18,6.23,3.86,1,3,2
5710,0.95,57.7,58.0,6.47,6.52,3.75,1,1,5
5711,0.39,62.8,57.0,4.66,4.61,2.91,1,2,0
5712,2.0,60.7,60.0,8.02,8.07,4.88,5,3,5
5713,0.9,61.5,56.0,6.25,6.2,3.83,0,2,5
5714,0.51,61.3,58.0,5.14,5.17,3.16,1,3,4
5715,0.25,61.0,55.0,4.11,4.09,2.5,4,2,5
5716,0.77,59.8,56.0,6.01,5.96,3.58,1,3,3
5717,0.9,64.2,56.0,6.04,6.11,3.9,3,4,3
5718,0.71,59.7,60.0,5.79,5.81,3.46,3,2,2
5719,0.51,61.9,55.0,5.1,5.14,3.17,1,2,5
5720,0.3,62.5,54.0,4.27,4.31,2.68,5,2,7
5721,0.34,62.0,56.0,4.5,4.47,2.78,1,2,1
5722,0.32,62.0,60.0,4.38,4.43,2.73,1,4,2
5723,0.76,57.7,63.0,5.97,6.05,3.47,3,1,2
5724,0.29,60.9,57.0,4.28,4.32,2.61,3,4,7
5725,0.92,59.4,62.0,6.3,6.24,3.73,1,3,2
5726,1.01,60.8,59.0,6.51,6.46,3.94,4,3,3
5727,0.7,60.3,60.0,5.71,5.76,3.46,0,2,5
5728,1.41,59.1,57.0,7.41,7.34,4.36,4,3,3
5729,0.72,62.3,57.0,5.8,5.75,3.6,0,2,3
5730,1.53,61.3,57.0,7.42,7.32,4.52,3,2,2
5731,0.32,61.5,60.0,4.4,4.42,2.71,3,3,5
5732,0.52,62.1,55.0,5.14,5.17,3.2,2,2,3
5733,0.51,62.4,57.0,5.09,5.11,3.18,3,4,5
5734,0.32,61.3,60.0,4.37,4.4,2.69,2,3,5
5735,1.0,67.7,57.0,6.0,6.15,4.11,3,0,2
5736,0.44,59.2,57.0,4.96,5.0,2.95,0,1,6
5737,1.04,61.3,54.0,6.53,6.55,4.01,6,2,5
5738,0.36,61.4,55.0,4.57,4.6,2.82,4,2,7
5739,0.7,62.5,57.0,5.64,5.68,3.54,1,4,5
5740,0.9,58.7,60.0,6.35,6.28,3.7,5,3,5
5741,0.36,62.5,58.0,4.52,4.57,2.84,1,3,5
5742,0.5,62.5,56.0,5.05,5.09,3.17,2,4,3
5743,0.54,60.3,57.0,5.28,5.3,3.19,1,2,2
5744,1.51,60.8,54.0,7.45,7.43,4.52,3,2,5
5745,0.27,59.6,61.0,4.26,4.23,2.53,0,3,5
5746,2.0,60.3,56.0,8.27,8.16,4.94,2,2,0
5747,0.3,62.0,57.0,4.29,4.32,2.67,3,2,7
5748,0.33,59.9,62.0,4.48,4.57,2.71,5,4,4
5749,0.3,61.4,59.0,4.26,4.31,2.63,0,4,3
5750,1.57,62.4,53.6,7.42,7.47,4.64,5,2,2
5751,0.9,62.3,57.0,6.17,6.23,3.86,0,2,3
5752,0.3,61.9,54.6,4.27,4.33,2.67,4,2,5
5753,0.43,62.5,58.0,4.78,4.85,3.01,2,3,4
5754,1.0,62.7,58.0,6.41,6.32,3.99,4,3,2
5755,0.3,61.3,57.0,4.33,4.29,2.64,1,2,5
5756,0.34,62.3,57.0,4.44,4.48,2.78,0,2,2
5757,1.0,63.3,60.0,6.37,6.29,4.01,3,4,5
5758,1.05,57.9,62.0,6.68,6.73,3.88,2,1,2
5759,0.3,62.0,58.0,4.28,4.3,2.66,1,2,6
5760,1.14,63.5,56.0,6.58,6.62,4.19,5,1,2
5761,1.56,62.5,54.0,7.45,7.37,4.63,5,2,2
5762,0.54,57.2,59.0,5.37,5.32,3.06,1,1,2
5763,0.23,56.3,62.0,4.1,4.11,2.31,1,1,6
5764,0.32,61.9,55.0,4.43,4.45,2.75,0,2,5
5765,0.3,61.7,57.0,4.31,4.34,2.67,3,2,6
5766,0.5,58.8,60.0,5.18,5.2,3.05,0,4,2
5767,0.83,61.9,53.0,6.08,6.04,3.75,1,2,3
5768,2.29,62.3,57.0,8.39,8.43,5.24,6,2,3
5769,1.0,60.7,58.0,6.46,6.53,3.94,3,4,6
5770,0.41,61.8,53.0,4.81,4.84,2.98,5,2,4
5771,0.42,61.6,56.0,4.81,4.83,2.97,2,2,2
5772,0.71,61.7,56.0,5.68,5.8,3.54,0,4,2
5773,0.71,62.4,56.0,5.7,5.64,3.54,4,3,3
5774,0.7,61.8,59.0,5.64,5.6,3.47,0,3,2
5775,0.3,61.6,61.0,4.29,4.25,2.63,1,3,3
5776,0.4,62.9,56.0,4.67,4.71,2.95,1,4,4
5777,0.9,62.5,57.0,6.13,6.15,3.84,2,2,2
5778,1.52,61.5,55.0,7.41,7.44,4.57,2,2,2
5779,0.31,61.2,55.0,4.37,4.39,2.68,5,2,4
5780,0.3,61.7,54.6,4.3,4.33,2.67,3,2,4
5781,0.3,60.7,56.0,4.38,4.41,2.67,0,2,4
5782,0.33,61.2,56.0,4.47,4.51,2.75,3,2,1
5783,0.37,61.4,55.0,4.64,4.67,2.86,4,2,6
5784,1.5,63.8,57.0,7.17,7.21,4.59,4,4,6
5785,0.34,62.6,54.0,4.44,4.47,2.79,3,2,7
5786,0.62,59.4,65.0,5.54,5.48,3.27,1,1,3
5787,4.13,64.8,61.0,10.0,9.85,6.43,4,0,0
5788,1.0,59.4,62.0,6.55,6.52,3.88,2,3,2
5789,0.91,62.3,57.0,6.14,6.22,3.85,0,4,3
5790,1.55,59.7,60.0,7.62,7.56,4.53,0,3,4
5791,1.12,62.8,56.0,6.67,6.61,4.17,2,3,5
5792,0.5,62.1,55.0,5.22,5.06,3.19,3,3,4
5793,0.52,61.7,55.0,5.21,5.23,3.22,3,2,7
5794,1.03,63.2,58.0,6.44,6.34,4.04,3,4,0
5795,0.4,63.0,57.0,4.66,4.7,2.95,0,4,2
5796,0.3,62.3,54.0,4.27,4.3,2.67,2,2,2
5797,0.43,61.8,55.0,4.88,4.9,3.02,5,2,4
5798,2.23,61.4,58.0,8.41,8.32,5.14,3,3,3
5799,0.32,60.1,61.0,4.4,4.45,2.66,5,4,6
5800,1.08,61.6,56.0,6.64,6.57,4.07,0,3,2
5801,0.7,64.2,60.0,5.62,5.59,3.6,0,1,2
5802,1.62,61.6,60.0,7.52,7.64,4.67,6,4,3
5803,0.31,61.8,54.0,4.36,4.38,2.7,3,2,1
5804,0.3,62.2,58.0,4.25,4.3,2.66,0,4,5
5805,0.3,60.4,56.0,4.37,4.34,2.63,2,2,5
5806,1.01,62.7,54.0,6.42,6.37,4.01,2,3,2
5807,0.41,62.3,57.0,4.73,4.77,2.96,2,2,6
5808,0.32,60.7,60.0,4.41,4.39,2.67,4,3,5
5809,1.51,63.0,59.0,7.26,7.31,4.59,5,4,2
5810,1.22,62.5,59.0,6.79,6.82,4.25,4,4,2
5811,1.11,60.4,61.0,6.72,6.65,4.04,2,3,2
5812,0.52,62.2,55.0,5.16,5.22,3.23,1,2,5
5813,0.55,61.9,56.0,5.23,5.27,3.25,3,2,7
5814,0.51,62.7,56.0,5.07,5.1,3.19,2,4,3
5815,0.23,61.9,57.0,3.91,3.94,2.43,1,4,7
5816,0.31,60.6,60.0,4.34,4.38,2.64,4,3,7
5817,0.37,60.1,59.0,4.64,4.68,2.8,1,2,5
5818,1.01,63.1,59.0,6.33,6.42,4.02,3,1,6
5819,1.2,62.8,54.5,6.75,6.79,4.25,5,4,4
5820,1.01,59.9,61.0,6.5,6.46,3.88,2,3,5
5821,0.32,60.3,60.0,4.44,4.42,2.67,0,3,5
5822,0.33,61.9,57.0,4.46,4.43,2.75,1,2,2
5823,0.34,61.7,60.0,4.51,4.47,2.77,4,3,5
5824,0.4,64.2,57.0,4.66,4.68,3.0,1,1,2
5825,0.72,60.8,58.0,5.78,5.74,3.5,2,3,5
5826,0.6,60.8,60.0,5.39,5.44,3.29,4,4,5
5827,0.5,62.4,60.0,5.08,5.05,3.16,2,3,5
5828,0.31,60.9,60.0,4.38,4.36,2.66,6,3,2
5829,0.35,61.7,56.0,4.53,4.55,2.8,4,2,6
5830,0.53,61.4,56.0,5.2,5.24,3.21,3,2,1
5831,1.03,60.7,55.0,6.53,6.61,3.99,0,2,3
5832,1.01,62.8,60.0,6.32,6.38,3.99,2,4,2
5833,1.51,67.2,53.0,7.15,7.1,4.79,1,0,2
5834,0.5,62.9,55.0,5.11,5.07,3.2,1,2,5
5835,2.14,60.1,58.0,8.41,8.37,5.04,5,3,3
5836,1.5,61.0,57.0,7.32,7.4,4.49,3,2,4
5837,0.9,59.2,61.0,6.23,6.27,3.7,4,4,3
5838,0.42,61.3,56.0,4.81,4.85,2.96,1,2,7
5839,0.3,62.0,55.0,4.31,4.33,2.68,2,2,5
5840,0.32,60.5,59.0,4.39,4.43,2.67,4,3,5
5841,1.54,61.0,60.0,7.42,7.46,4.54,4,3,5
5842,0.32,60.2,57.0,4.51,4.46,2.7,1,2,5
5843,0.58,59.0,62.0,5.44,5.48,3.22,3,1,4
5844,0.32,61.1,56.0,4.42,4.45,2.71,1,2,4
5845,0.32,62.1,56.0,4.43,4.39,2.74,2,2,6
5846,1.19,61.4,58.0,6.79,6.83,4.18,4,3,2
5847,0.31,62.4,56.0,4.34,4.31,2.7,2,2,5
5848,0.77,61.8,56.0,5.94,5.9,3.66,2,3,5
5849,0.33,61.5,58.0,4.43,4.45,2.73,5,3,7
5850,0.38,60.8,57.0,4.66,4.68,2.84,0,2,5
5851,0.57,61.3,54.0,5.41,5.35,3.3,2,3,4
5852,1.5,65.3,57.0,7.15,7.12,4.66,2,0,5
5853,0.44,63.5,57.0,4.85,4.82,3.07,4,4,2
5854,0.3,62.2,55.0,4.27,4.32,2.67,3,2,2
5855,0.33,62.1,54.0,4.46,4.43,2.76,2,2,5
5856,1.03,63.2,58.0,6.43,6.38,4.05,3,4,2
5857,0.31,60.7,56.0,4.4,4.37,2.66,2,2,6
5858,1.06,61.7,55.0,6.53,6.57,4.04,0,2,4
5859,1.26,61.0,56.0,7.0,7.04,4.28,4,2,2
5860,0.34,61.7,58.0,4.47,4.41,2.74,6,3,4
5861,0.38,62.3,54.0,4.65,4.69,2.91,2,2,5
5862,1.88,63.1,55.0,7.86,7.81,4.94,4,4,5
5863,1.1,62.1,58.0,6.61,6.63,4.11,3,2,3
5864,0.31,61.0,56.0,4.37,4.39,2.67,0,2,7
5865,0.56,61.2,57.0,5.28,5.31,3.24,4,4,2
5866,0.4,62.7,59.0,4.71,4.67,2.94,3,3,2
5867,0.77,62.6,55.0,5.9,5.85,3.68,5,3,4
5868,0.31,63.2,56.0,4.29,4.28,2.71,3,4,4
5869,1.52,63.3,57.0,7.27,7.32,4.62,3,1,5
5870,0.3,62.1,58.0,4.29,4.31,2.67,1,3,5
5871,0.36,61.5,61.0,4.63,4.57,2.83,1,3,3
5872,0.31,61.1,58.0,4.32,4.35,2.65,3,3,6
5873,0.78,66.9,57.0,5.7,5.66,3.6,1,0,3
5874,0.55,60.2,58.0,5.31,5.35,3.21,2,3,2
5875,1.01,62.9,58.0,6.43,6.35,4.02,2,3,2
5876,0.35,59.8,57.0,4.59,4.6,2.75,5,2,5
5877,0.65,61.9,58.0,5.54,5.51,3.42,3,3,2
5878,0.9,64.7,54.0,6.09,6.03,3.92,2,0,5
5879,0.7,64.1,59.0,5.56,5.49,3.54,0,1,5
5880,1.13,60.1,57.0,6.78,6.83,4.09,0,2,7
5881,1.31,62.2,56.0,7.05,7.01,4.37,3,2,4
5882,0.41,63.8,57.0,4.68,4.75,3.01,1,1,3
5883,1.3,64.0,58.0,6.91,6.84,4.4,6,1,2
5884,1.61,62.4,55.0,7.49,7.52,4.68,5,2,2
5885,0.34,62.1,54.0,4.48,4.5,2.79,3,2,1
5886,1.03,60.4,60.0,6.41,6.53,3.91,4,4,2
5887,1.0,58.6,58.0,6.56,6.52,3.83,2,3,2
5888,1.5,62.7,59.0,7.21,7.24,4.53,0,4,2
5889,0.39,62.0,55.0,4.69,4.73,2.92,3,2,3
5890,0.3,62.6,60.0,4.28,4.22,2.66,6,3,4
5891,1.01,64.1,62.0,6.19,6.26,3.99,1,1,2
5892,1.01,62.9,57.0,6.35,6.41,4.01,2,2,3
5893,1.04,61.2,58.0,6.5,6.57,4.0,3,3,3
5894,0.3,62.5,54.0,4.31,4.33,2.7,3,2,1
5895,0.7,62.2,57.0,5.69,5.66,3.53,5,2,4
5896,1.23,62.1,61.0,6.86,6.79,4.24,4,3,3
5897,1.5,61.7,62.0,7.28,7.24,4.48,0,3,0
5898,1.2,62.1,58.0,6.74,6.78,4.2,3,4,7
5899,0.28,62.4,56.0,4.2,4.23,2.63,4,4,4
5900,1.0,62.1,55.0,6.41,6.34,3.96,0,3,4
5901,1.0,61.0,57.0,6.51,6.4,3.94,4,3,3
5902,1.02,60.8,59.0,6.49,6.46,3.94,2,3,4
5903,0.55,61.7,55.0,5.27,5.29,3.26,4,2,1
5904,0.98,62.1,59.0,6.33,6.39,3.95,4,4,3
5905,0.5,61.8,54.0,5.13,5.16,3.18,3,2,6
5906,0.48,65.0,54.0,4.95,4.9,3.2,3,0,7
5907,0.33,61.6,58.0,4.39,4.44,2.72,3,3,4
5908,0.3,61.9,59.0,4.29,4.33,2.67,1,3,5
5909,0.9,62.5,60.0,6.09,6.13,3.82,1,4,2
5910,1.04,61.0,59.0,6.54,6.51,3.98,0,3,3
5911,0.74,61.9,56.0,5.8,5.83,3.6,3,2,2
5912,0.43,63.4,57.0,4.81,4.78,3.04,0,4,3
5913,0.8,61.2,56.0,5.98,6.01,3.67,2,2,4
5914,0.96,59.9,58.0,6.4,6.46,3.85,0,4,2
5915,1.0,62.0,54.0,6.43,6.47,4.0,4,4,2
5916,0.76,59.1,63.0,5.91,5.84,3.47,0,4,3
5917,1.01,62.7,58.0,6.4,6.39,4.01,2,3,5
5918,0.82,61.8,58.0,5.99,6.05,3.72,1,2,2
5919,0.51,60.8,57.0,5.12,5.17,3.13,1,4,2
5920,1.51,63.5,55.0,7.31,7.22,4.61,4,4,2
5921,0.71,62.4,61.0,5.68,5.63,3.53,6,3,2
5922,1.94,62.6,58.0,7.91,7.87,4.94,2,3,2
5923,0.42,62.4,55.0,4.81,4.77,2.99,1,2,3
5924,1.68,61.1,60.0,7.63,7.7,4.68,2,4,5
5925,1.01,59.9,59.0,6.51,6.48,3.89,3,3,4
5926,0.91,62.6,56.0,6.21,6.16,3.87,3,3,2
5927,1.54,61.1,58.0,7.48,7.41,4.55,6,3,2
5928,1.2,62.9,55.0,6.77,6.74,4.25,4,3,2
5929,0.75,65.1,57.0,5.64,5.6,3.66,0,0,2
5930,0.32,61.5,56.0,4.43,4.45,2.73,1,2,5
5931,0.52,61.2,59.0,5.14,5.16,3.15,3,3,7
5932,1.65,62.1,56.0,7.68,7.65,4.76,4,2,7
5933,2.04,58.1,60.0,8.37,8.28,4.84,4,3,2
5934,1.57,62.8,56.0,7.42,7.36,4.64,4,2,0
5935,0.44,62.8,59.0,4.88,4.91,3.07,2,4,2
5936,1.1,60.1,57.0,6.77,6.74,4.06,6,2,3
5937,1.52,62.0,58.0,7.33,7.39,4.56,3,3,5
5938,0.53,61.4,56.0,5.24,5.22,3.21,0,2,3
5939,1.04,61.9,57.0,6.51,6.55,4.04,3,2,4
5940,1.3,62.2,57.0,7.01,6.98,4.35,4,2,4
5941,0.46,58.5,61.0,5.1,5.05,2.97,1,3,5
5942,0.9,59.7,60.0,6.25,6.22,3.72,2,3,3
5943,0.4,61.3,56.0,4.73,4.76,2.91,2,2,6
5944,0.51,59.5,60.0,5.25,5.17,3.1,1,3,3
5945,0.31,61.3,58.0,4.39,4.36,2.68,1,3,6
5946,0.7,63.2,57.0,5.62,5.67,3.57,1,4,6
5947,0.72,60.9,53.0,5.83,5.79,3.54,2,2,2
5948,1.23,59.1,58.0,7.06,7.09,4.18,2,4,4
5949,0.32,62.4,57.0,4.35,4.37,2.72,5,2,2
5950,0.91,65.7,60.0,6.03,5.99,3.95,4,0,3
5951,0.7,62.2,58.0,5.69,5.76,3.56,3,3,2
5952,0.71,61.7,56.0,5.74,5.77,3.55,1,2,2
5953,0.28,62.3,52.0,4.2,4.26,2.62,2,4,4
5954,0.29,62.0,55.0,4.27,4.29,2.65,3,4,6
5955,0.31,62.6,57.0,4.35,4.31,2.71,4,2,5
5956,0.7,61.5,60.0,5.65,5.7,3.49,1,4,3
5957,1.01,63.8,61.0,6.13,6.06,3.89,0,1,3
5958,0.31,62.4,56.0,4.37,4.35,2.72,1,2,6
5959,2.01,62.4,59.0,8.02,8.08,5.02,6,4,2
5960,0.53,61.2,60.0,5.22,5.1,3.16,4,3,2
5961,1.53,62.0,58.0,7.33,7.41,4.57,1,2,2
5962,0.6,62.2,56.0,5.44,5.4,3.37,0,2,2
5963,2.01,60.5,60.0,8.15,8.17,4.94,5,3,5
5964,0.91,60.9,58.0,6.28,6.2,3.8,2,4,3
5965,0.24,62.3,59.0,3.92,3.95,2.45,3,4,6
5966,1.53,57.1,56.0,7.69,7.65,4.38,1,1,3
5967,0.4,59.9,67.0,4.81,4.77,2.87,3,0,2
5968,0.78,63.2,58.0,5.87,5.81,3.69,0,4,4
5969,1.0,63.2,56.0,6.32,6.37,4.01,2,4,5
5970,0.5,63.2,61.0,5.02,5.05,3.18,1,1,3
5971,1.06,61.6,56.0,6.53,6.59,4.04,3,2,5
5972,0.55,60.8,56.0,5.31,5.34,3.24,1,2,2
5973,1.11,61.7,63.0,6.65,6.54,4.07,1,4,3
5974,0.28,62.0,53.0,4.23,4.29,2.64,2,2,1
5975,1.65,62.2,58.0,7.62,7.55,4.72,3,3,3
5976,0.32,61.9,59.0,4.38,4.41,2.72,4,4,2
5977,0.71,62.0,56.0,5.71,5.74,3.55,2,4,7
5978,1.5,65.8,57.0,7.17,7.11,4.7,1,0,3
5979,0.26,62.8,54.0,4.07,4.09,2.56,3,2,6
5980,2.63,62.1,57.0,8.83,8.88,5.5,6,2,3
5981,0.7,62.7,55.0,5.63,5.66,3.54,3,4,2
5982,0.7,61.8,57.0,5.67,5.75,3.53,2,2,5
5983,1.5,60.4,61.0,7.35,7.39,4.45,5,4,2
5984,0.9,62.6,58.0,6.08,6.13,3.82,2,4,5
5985,0.32,61.3,55.0,4.4,4.44,2.71,3,2,7
5986,0.4,60.3,60.0,4.81,4.77,2.89,2,3,4
5987,1.0,61.7,57.0,6.39,6.42,3.95,1,2,2
5988,2.01,64.1,60.0,7.92,7.88,5.06,5,1,2
5989,1.11,58.3,60.0,6.84,6.78,3.97,5,3,5
5990,0.74,61.7,56.0,5.86,5.81,3.6,1,2,5
5991,0.35,61.5,55.0,4.51,4.56,2.79,2,2,6
5992,0.72,62.0,57.0,5.73,5.76,3.56,4,2,2
5993,0.32,61.4,57.0,4.4,4.44,2.71,3,2,6
5994,1.0,60.1,57.0,6.45,6.52,3.9,2,4,1
